target,text,indices,label
operation,"but after using it a couple of weeks , the overall $t$ is poor .",11,-1
value,"compared to similarly spec ' d pcs , this machine is good $t$ , well built and works easily right out of the box .",12,1
built,"compared to similarly spec ' d pcs , this machine is good value , well $t$ and works easily right out of the box .",15,1
works,"compared to similarly spec ' d pcs , this machine is good value , well built and $t$ easily right out of the box .",17,1
screen,$t$ is crystal clear and the system is very responsive .,0,1
system,screen is crystal clear and the $t$ is very responsive .,6,1
cursor,or the $t$ would show up some place else .,2,-1
operate,it is easy to $t$ and i have already ordered more software and gadgets for my new rolls royce of laptops .,4,1
software,it is easy to operate and i have already ordered more $t$ and gadgets for my new rolls royce of laptops .,11,0
gadgets,it is easy to operate and i have already ordered more software and $t$ for my new rolls royce of laptops .,13,0
windows,"it might be something deep within $t$ , for i was unable to create a disk image on my hard drive .",6,-1
disk image,"it might be something deep within windows , for i was unable to create a $t$ on my hard drive .",15,-1
hard drive,"it might be something deep within windows , for i was unable to create a disk image on my $t$ .",19,-1
track pad,"the $t$ to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking apple !",1,1
track pad,"the track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the $t$ , awesome thinking apple !",30,1
disc drive,"now i had not tried to use this since the $t$ had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct drive .",10,-1
drive,"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right $t$ when they replaced the first one , so back it went to get the correct drive .",34,-1
drive,"now i had not tried to use this since the disc drive had been replaced and after taking it back to the geek squad i found out they had accidently not used the right drive when they replaced the first one , so back it went to get the correct $t$ .",50,0
word processing program,"first , you ll discover that the $t$ known as appleworks rarely translates perfectly on anyone else s computer , if it translates at all .",7,-1
appleworks,"first , you ll discover that the word processing program known as $t$ rarely translates perfectly on anyone else s computer , if it translates at all .",12,-1
size,i already have a hp laptop i bought last year that ' s standard $t$ .,14,0
battery,$t$ is not upgradable to a longer life battery .,0,-1
battery,battery is not upgradable to a longer life $t$ .,8,-1
usage,apple has a reputation and is well known for its easy $t$ .,11,1
speaker grill,returned laptop for a 3rd repair and it came back with previous problems fixed ( except for $t$ ) but the unit started locking up during use and eventually would not operate at all .,17,-1
22,"i just plug this into my $t$ "" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core .",6,0
monitor,"i just plug this into my 22 "" $t$ and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a quad-core .",8,0
macosx,"i just plug this into my 22 "" monitor and the speedy $t$ performs just as well on this dual-core that my dell did with windows 7 with a quad-core .",12,1
dual-core,"i just plug this into my 22 "" monitor and the speedy macosx performs just as well on this $t$ that my dell did with windows 7 with a quad-core .",19,0
windows 7,"i just plug this into my 22 "" monitor and the speedy macosx performs just as well on this dual-core that my dell did with $t$ with a quad-core .",25,1
quad-core,"i just plug this into my 22 "" monitor and the speedy macosx performs just as well on this dual-core that my dell did with windows 7 with a $t$ .",29,0
graphics,"love the $t$ , awesome programs ( including garageband ) , and really cool default background .",2,1
programs,"love the graphics , awesome $t$ ( including garageband ) , and really cool default background .",5,1
garageband,"love the graphics , awesome programs ( including $t$ ) , and really cool default background .",8,1
default background,"love the graphics , awesome programs ( including garageband ) , and really cool $t$ .",14,1
screen,"$t$ , keyboard , and mouse : if you cant see yourself spending the extra money to jump up to a mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",0,0
keyboard,"screen , $t$ , and mouse : if you cant see yourself spending the extra money to jump up to a mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",2,0
mouse,"screen , keyboard , and $t$ : if you cant see yourself spending the extra money to jump up to a mac the beautiful screen , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",5,0
screen,"screen , keyboard , and mouse : if you cant see yourself spending the extra money to jump up to a mac the beautiful $t$ , responsive island backlit keyboard , and fun multi-touch mouse is worth the extra money to me alone .",24,1
island backlit keyboard,"screen , keyboard , and mouse : if you cant see yourself spending the extra money to jump up to a mac the beautiful screen , responsive $t$ , and fun multi-touch mouse is worth the extra money to me alone .",27,1
multi-touch mouse,"screen , keyboard , and mouse : if you cant see yourself spending the extra money to jump up to a mac the beautiful screen , responsive island backlit keyboard , and fun $t$ is worth the extra money to me alone .",33,1
windows,the os takes some getting used to especially after being a $t$ user for so long but the learning curve is so worth it !,11,0
iwork,"i also purchased $t$ to go with it which has programs for word processing , spreadsheets , and presentations ( similar to microsoft office ) .",3,0
programs,"i also purchased iwork to go with it which has $t$ for word processing , spreadsheets , and presentations ( similar to microsoft office ) .",10,0
word processing,"i also purchased iwork to go with it which has programs for $t$ , spreadsheets , and presentations ( similar to microsoft office ) .",12,0
spreadsheets,"i also purchased iwork to go with it which has programs for word processing , $t$ , and presentations ( similar to microsoft office ) .",15,0
presentations,"i also purchased iwork to go with it which has programs for word processing , spreadsheets , and $t$ ( similar to microsoft office ) .",18,0
microsoft office,"i also purchased iwork to go with it which has programs for word processing , spreadsheets , and presentations ( similar to $t$ ) .",22,0
runs,"overall , i experienced a huge change in that my mac $t$ pretty fast compared to my old pc .",11,1
warranty,when i got the computer back and realizwed it still was not correct hp told me it was out of $t$ and now it was my problem .,20,0
built it web cam,it also came with a $t$ which is great because i can see an communicate with my family members back home .,5,1
monitor,good $t$ and performed well .,1,1
performed,good monitor and $t$ well .,3,1
navigate,it was secure and easy to $t$ .,6,1
graphics cards,"i was a little weary at purchasing another 13 "" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of $t$ in order this time around .",28,1
bluray player,the machine has a $t$ the book has no mention of it or how to connect it to your hdtv .,4,0
book,the machine has a bluray player the $t$ has no mention of it or how to connect it to your hdtv .,7,-1
systems,they are by far the easiest $t$ to actually learn about computers with .,6,1
internet,this apple navigates you thru the unexplored world of the $t$ .,10,0
media,"the video card is great for $t$ , and above average for gaming , but not a gamers first choice .",6,1
gaming,"the video card is great for media , and above average for $t$ , but not a gamers first choice .",12,1
3 year warranty,"i had of course bought a $t$ , so i sent it in to be replaced and ( almost 2 months later ) the dv4 is what the sent me as a replacement .",6,0
thermal paste,"apparently there is a manufacturing defect , something with the amount of $t$ .",12,-1
internals,despite the claims of the apple apologists ( a vice of which i am recently myself reformed ) the $t$ of mac laptops are no different from pcs ' at this point .,19,-1
customer support,took several hours with $t$ before i could even start the pc out of the box .,4,-1
facial recognition,asus $t$ doesn ' t work and windows logon isn ' t either .,1,-1
windows logon,asus facial recognition doesn ' t work and $t$ isn ' t either .,8,-1
windows vista,$t$ makes this computer almost unusable for online service .,0,-1
online service,windows vista makes this computer almost unusable for $t$ .,8,-1
recovery dvds,"i contacted acer and they are giving me free $t$ , so don ' t go and pay for them , just ask for them and they should give them to you .",9,1
webcam,now when i order i did not go full scale for the $t$ or full keyboard i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag .,12,0
keyboard,now when i order i did not go full scale for the webcam or full $t$ i wanted something for basics of being easy to carry when i use crutchs or wheelchair and with a backpack laptop bag .,15,0
carry,now when i order i did not go full scale for the webcam or full keyboard i wanted something for basics of being easy to $t$ when i use crutchs or wheelchair and with a backpack laptop bag .,25,1
display,can listen to my music and watch my videos with ease and with a great $t$ .,15,1
features,"otherwise , all other $t$ are a 1",4,0
performance,the $t$ is awesome .,1,1
display,the $t$ is beyond horrible .,1,-1
memory,there is hardly any $t$ on the computer ' s hard drive .,4,-1
hard drive,there is hardly any memory on the computer ' s $t$ .,10,-1
sound,"actually , i had noticed the one on the sales floor also didn ' t have $t$ !",16,-1
fans,"next , most acer laptop $t$ are on the bottom which is right on your laptop .",5,0
preformed,the laptop $t$ pretty well .,2,1
system,i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the $t$ quitting on me or freezing for a few minutes .,21,0
windows os,i loved the netbook ( minus the fact that it was $t$ ) until this started happening .,11,-1
user interface,"the minute you fire it up it ' s all good , very easy $t$ .",14,1
warrenty,i actually contact toshiba before i started having problem and was given run around after i supplied serial number in order to delay me sending in laptop until after $t$ expired .,29,-1
idvd,"theres also $t$ , a program dedicated to putting all your favorite media together photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",2,1
program,"theres also idvd , a $t$ dedicated to putting all your favorite media together photos , recordings , video projects into one program so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",5,1
program,"theres also idvd , a program dedicated to putting all your favorite media together photos , recordings , video projects into one $t$ so that you can create the perfect memoir for your parents , family , siblings , and any other person important in your life that there may be .",22,1
hard drive,after replacing the $t$ the battery stopped working ( 3 months of use ) which was frustrating .,3,0
battery,after replacing the hard drive the $t$ stopped working ( 3 months of use ) which was frustrating .,6,-1
screen,"i love the easy to see $t$ , and it works well for work , persoal or just play .",6,1
works,"i love the easy to see screen , and it $t$ well for work , persoal or just play .",10,1
surfing,"if what you need is a machine to do some $t$ , email checking , word processing , and watching a movie or two , this is the machine you want .",10,0
word processing,"if what you need is a machine to do some surfing , email checking , $t$ , and watching a movie or two , this is the machine you want .",15,0
mouse pad,the $t$ and buttons are the worst i ' ve ever seen .,1,-1
buttons,the mouse pad and $t$ are the worst i ' ve ever seen .,4,-1
graphics,awesome $t$ !,1,1
work,it really is perfect for $t$ and play .,5,1
play,it really is perfect for work and $t$ .,7,1
intel i processors,"the pro is a great product , i wish that the 13 inch models came with the $t$ and had a more comfortable edge ( the edges hurt my wrists ) .",17,-1
edge,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable $t$ ( the edges hurt my wrists ) .",25,-1
edges,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable edge ( the $t$ hurt my wrists ) .",28,-1
sound quality via usb,one drawback i noticed was $t$ .,5,-1
battery life,"the $t$ sucked the juice from my laptop and when the extended life battery went out we were sol there to , so much for that warranty covering all the products we purchased .",1,-1
warranty,"the battery life sucked the juice from my laptop and when the extended life battery went out we were sol there to , so much for that $t$ covering all the products we purchased .",27,-1
operating system,"i have had another mac , but it got slow due to an older $t$ .",14,-1
windows xp drivers,"that ' s very possible , but since they don ' t make $t$ for the sound card in this machine , i was stuck until windows 7 came out .",13,-1
sound card,"that ' s very possible , but since they don ' t make windows xp drivers for the $t$ in this machine , i was stuck until windows 7 came out .",18,-1
windows 7,"that ' s very possible , but since they don ' t make windows xp drivers for the sound card in this machine , i was stuck until $t$ came out .",28,1
budget,"i ' ts nice to have the higher-end laptops , but this fits my $t$ and the features i need .",14,1
features,"i ' ts nice to have the higher-end laptops , but this fits my budget and the $t$ i need .",17,1
motherboard,"was disappointed to find out that the model had been discontinued , apparently because of known $t$ problems .",16,-1
speakers,"also the $t$ are not very loud , but it is a netbook .",2,-1
price,love this laptop wonderful $t$ for what you get !,4,1
screen,just a black $t$ !,3,-1
art aspect,a key contributor that led me to mac is the $t$ .,10,1
battery,"eventually my $t$ wouldn ' t charge , so unless i had it plugged in it wouldn ' t even power on .",2,-1
surfing,"purchased for development purposes , but it has turned into my everyday laptop as well for $t$ , e-mail , etc .",16,1
pre-loaded norton firewall/security program,my first problem was with the $t$ .,6,-1
usb connect,"i had a $t$ but , i can ' t use it because it is not compatible .",3,-1
hard drive,"accordingly , i have decided to never purchase another hp product ( my five year old compaq ) lasted 5-years before the $t$ crashed .",22,-1
expense,"i know that everyone thinks macs are overpriced and overrated , but once you get past the initial $t$ you ' ll find that they ' re worth every penny ( besides , there ' s always the financing plan that best buy offers ) .",18,-1
multi-touch trackpad,i love the $t$ .,3,1
extended warranties,hp is more interested in selling $t$ ( which cost more than the netbook new ) then they are in helping or fixing .,6,-1
cost,hp is more interested in selling extended warranties ( which $t$ more than the netbook new ) then they are in helping or fixing .,10,-1
software,"not too much "" junk "" $t$ to remove .",6,1
system,$t$ is loosing about 20% of performance because of that .,0,-1
performance,system is loosing about 20% of $t$ because of that .,6,-1
use,"it is easy to $t$ , good quality and good price .",4,1
quality,"it is easy to use , good $t$ and good price .",7,1
price,"it is easy to use , good quality and good $t$ .",10,1
apple keyboard,"the difference in the $t$ from a pc ' s keyboard took a bit of tim to get used to , but overall it ' s worth it !",4,0
pc ' s keyboard,"the difference in the apple keyboard from a $t$ took a bit of tim to get used to , but overall it ' s worth it !",8,0
extended warranty,the $t$ for the $4000 and up computers was the only one available for purchase on the drop drown menu .,1,0
ram,"only issue is that it is a little slow , and i ' m fixing that by adding more $t$ .",19,0
hard drive,"the $t$ crashed as well , and i had to buy a new power cord .",1,-1
power cord,"the hard drive crashed as well , and i had to buy a new $t$ .",14,-1
battery,another issue i have with it is the $t$ .,8,-1
power supply,"after 2 months of complaints , asus finally sent the right $t$ to my techies .",11,0
techies,"after 2 months of complaints , asus finally sent the right power supply to my $t$ .",15,0
sony sonic stage software,"that included the extra $t$ , the speakers and the subwoofer i got ( that was worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the docking port .",4,0
speakers,"that included the extra sony sonic stage software , the $t$ and the subwoofer i got ( that was worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the docking port .",10,1
subwoofer,"that included the extra sony sonic stage software , the speakers and the $t$ i got ( that was worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the docking port .",13,1
bluetooth mouse,"that included the extra sony sonic stage software , the speakers and the subwoofer i got ( that was worth the money ) , the $t$ for my supposedly bluetooth enabled computer , the extended life battery and the docking port .",25,0
bluetooth enabled,"that included the extra sony sonic stage software , the speakers and the subwoofer i got ( that was worth the money ) , the bluetooth mouse for my supposedly $t$ computer , the extended life battery and the docking port .",30,-1
extended life battery,"that included the extra sony sonic stage software , the speakers and the subwoofer i got ( that was worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the $t$ and the docking port .",35,0
docking port,"that included the extra sony sonic stage software , the speakers and the subwoofer i got ( that was worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the $t$ .",40,0
works,"my macbook pro $t$ like a dream , it has never overheated , or even been slightly warm for that matter .",3,1
powerpoint program,pc users use the $t$ for slide-show presentation and mac users utilize keynote .,4,0
keynote,pc users use the powerpoint program for slide-show presentation and mac users utilize $t$ .,13,0
size,"i get a ton of compliments on its $t$ , and speaking as someone who regularly commutes on a bus , i can attest to the fact that this is the perfect size computer if you ' re restricted to the width of your body for computing room .",8,1
size,"i get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , i can attest to the fact that this is the perfect $t$ computer if you ' re restricted to the width of your body for computing room .",32,1
browser,"it takes me approximately 3 tries to get to each site , then after closing the $t$ and reopening it it actually works .",16,0
carry,"easy to $t$ , can be taken anywhere , can be hooked up to printers , headsets .",2,1
keyboard,also the $t$ does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard .,2,-1
keyboard,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the $t$ .,47,-1
programs,"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again , everything from $t$ and drivers failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",26,-1
drivers,"when i got my laptop back after this first instance it worked okay for a little bit then i started expeirencing issues again , everything from programs and $t$ failing again , to it powering off for no reason , to locking up and freezing and just all sorts of issues .",28,-1
space,love that it doesn ' t take up $t$ like a regular computer .,8,1
customer service rep,asked the $t$ .,2,0
genius bar staff,"so , i took it back to the apple store and they narcissist $t$ ) fixed it by resetting the fan at boot up .",13,-1
fan,"so , i took it back to the apple store and they narcissist genius bar staff ) fixed it by resetting the $t$ at boot up .",22,0
boot up,"so , i took it back to the apple store and they narcissist genius bar staff ) fixed it by resetting the fan at $t$ .",24,0
mouse cable,"needs power and $t$ to plug in back instead of side , in the way of operating a mouse in small area .",3,-1
mouse,"needs power and mouse cable to plug in back instead of side , in the way of operating a $t$ in small area .",19,-1
ram slots,"-4 $t$ , 2 hdd bays , 16gb ram support no wireless issues , at least for me .",1,0
hdd bays,"-4 ram slots , 2 $t$ , 16gb ram support no wireless issues , at least for me .",5,0
16gb ram support,"-4 ram slots , 2 hdd bays , $t$ no wireless issues , at least for me .",8,0
wireless,"-4 ram slots , 2 hdd bays , 16gb ram support no $t$ issues , at least for me .",12,1
asus tech support,i agree with the previous comment that $t$ is horrible which is a con in my opinion .,7,-1
screen,"in fact , somehow ( and i never opened it up ) some specks of dust or something got inside the $t$ and are now there permanently , behind the front of the screen , in the way of the display .",21,-1
screen,"in fact , somehow ( and i never opened it up ) some specks of dust or something got inside the screen and are now there permanently , behind the front of the $t$ , in the way of the display .",33,-1
display,"in fact , somehow ( and i never opened it up ) some specks of dust or something got inside the screen and are now there permanently , behind the front of the screen , in the way of the $t$ .",40,-1
mouse on the pad,"the $t$ , the left button always sticks .",1,0
left button,"the mouse on the pad , the $t$ always sticks .",7,-1
batteries,i have tried to charge on different $t$ with no luck .,7,-1
battery life,"i would recommend this computer to anyone searching for the perfect laptop , and the $t$ is amazing .",15,1
built in tools,"we use the $t$ often , itunes is open nearly every day and works great with my iphone .",3,0
itunes,"we use the built in tools often , $t$ is open nearly every day and works great with my iphone .",8,1
size,the $t$ of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming .,1,1
quality,true $t$ at a great price !,1,1
price,true quality at a great $t$ !,5,1
carry,not easy to $t$ .,3,-1
programs,the $t$ that come standard with the leopard running system are enough for the average person to run all the basics .,1,1
leopard running system,the programs that come standard with the $t$ are enough for the average person to run all the basics .,7,0
lg service center,"so what am i supposed to do ? the $t$ cannot provide me the "" service "" when it is called the "" service center "" .",9,-1
center,"so what am i supposed to do ? the lg service center cannot provide me the "" service "" when it is called the "" service $t$ "" .",26,-1
material,the $t$ this pro is made out of seems a lot nicer than any pc specs : like i said this performs a lot better than any computer i ' ve had in the past .,1,1
specs,the material this pro is made out of seems a lot nicer than any pc $t$ : like i said this performs a lot better than any computer i ' ve had in the past .,15,-1
performs,the material this pro is made out of seems a lot nicer than any pc specs : like i said this $t$ a lot better than any computer i ' ve had in the past .,21,1
price,"after doing extensive research , macconnection had the lowest $t$ on the 15 "" mbp i5 .",9,1
photo booth,i am addicted to $t$ !,4,1
operating system,"the $t$ and user interface is very intuitive , and the large multi-touch track pad is amazing .",1,1
user interface,"the operating system and $t$ is very intuitive , and the large multi-touch track pad is amazing .",4,1
multi-touch track pad,"the operating system and user interface is very intuitive , and the large $t$ is amazing .",13,1
hard disk,$t$ - the new editions gives you more hard disk space ( 500gb instead of 320gb ) but time has taught me never to trust an internal hard disk .,0,0
hard disk space,hard disk - the new editions gives you more $t$ ( 500gb instead of 320gb ) but time has taught me never to trust an internal hard disk .,9,1
internal hard disk,hard disk - the new editions gives you more hard disk space ( 500gb instead of 320gb ) but time has taught me never to trust an $t$ .,27,0
connects to wifi,it is extremely portable and easily $t$ at the library and elsewhere .,6,1
applications,"first things first , macbook pro has many $t$ to make life easier , unlike the windows computers .",8,1
windows,"first things first , macbook pro has many applications to make life easier , unlike the $t$ computers .",16,-1
screen,and the $t$ on this thing is absolutely amazing for high quality videos and movies and gaming .,2,1
gaming,and the screen on this thing is absolutely amazing for high quality videos and movies and $t$ .,16,1
space,"i considered i may have too much on the computer , but after looking , there was plenty of $t$ and that is not the issue .",19,1
charge,i must keep it plugged in at all times because it will not keep a $t$ for longer than four minutes .,15,-1
power adapter,"summary : i ' ve had this laptop for 2 months , out of the blue the $t$ stops working .",17,-1
price,"i saw walmart had the same computer for about $650 but still knowing what i know now , i would not buy it at that $t$ .",25,-1
weight,"of course , for a student , $t$ is always an issue .",7,0
mainboard,"now $t$ is broken , have to wait for a new one .",1,-1
speed,"the $t$ difference is next to nothing for a mac , and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive .",1,-1
hard drive,"the speed difference is next to nothing for a mac , and the $t$ can be manually upgraded or you could just buy a $60 500gb external hard drive .",13,0
500gb external hard drive,"the speed difference is next to nothing for a mac , and the hard drive can be manually upgraded or you could just buy a $60 $t$ .",26,0
wireless card,2 . the $t$ is low quality .,3,-1
operating systems,they also use two totally different $t$ .,6,0
keys,they are about the same size $t$ .,6,0
accessories,"the people are frustrating to work with , the product itself is very cheaply made , and the $t$ are less than satisfactory .",18,-1
warranty,"they offer the best $t$ in the business , and don ' t 3rd party it out like toshiba .",4,1
sound,the only problems are the $t$ isnt very loud i have to wear headphones .,5,-1
windows,again $t$ based machines were not giving me anything to work with !,1,-1
system,"everything about a mac is wonderful , it takes a little used to learning and getting used to the new $t$ , but you will learn fast and its all worth it .",20,0
size,i love the $t$ of the computer since i play games on it .,3,1
games,i love the size of the computer since i play $t$ on it .,10,0
playing games,"you know , using the computer should be fun , not aggrevation , especially when you are $t$ or working with photos .",17,0
windows,there are no viruses or spyware to worry about like on a $t$ computer .,12,-1
equipment,to be honest i think it was faulty $t$ or something but idk .,8,-1
size,"i also love the small , convenient $t$ of my laptop , making it a perfect tool for my academic studies .",7,1
build,"i love its solid $t$ , light wt and excellent battery life ( for now ) .",4,1
wt,"i love its solid build , light $t$ and excellent battery life ( for now ) .",7,1
battery life,"i love its solid build , light wt and excellent $t$ ( for now ) .",10,1
quality,"while about 8 years ago , i hope that the $t$ has changed .",10,-1
apple navigation,"the difference is it ' s a whole lot of fun using the laptop now , still learning the $t$ , but is fun and comes with a lot of cool apps .",19,0
apps,"the difference is it ' s a whole lot of fun using the laptop now , still learning the apple navigation , but is fun and comes with a lot of cool $t$ .",32,1
hard drives,-i propose that i can just swap the $t$ .,8,0
battery,"the $t$ holds up well , it ' s built very solidly , and runs fast .",1,1
built,"the battery holds up well , it ' s $t$ very solidly , and runs fast .",9,1
runs,"the battery holds up well , it ' s built very solidly , and $t$ fast .",14,1
sound card,$t$ is limited though .,0,-1
sized,this is a nicely $t$ laptop with lots of processing power and long battery life .,4,1
processing power,this is a nicely sized laptop with lots of $t$ and long battery life .,9,1
battery life,this is a nicely sized laptop with lots of processing power and long $t$ .,13,1
vista,the only thing i can imagine is that sony jumped on early specifications for $t$ requirements from microsoft and designed it to those inadequate requirements .,14,-1
desktop keyboard,"the keyboard , which generally felt okay even for someone used to a $t$ , now looks terrible .",13,0
display,the $t$ is awesome .,1,1
warranty,it took several weeks just to get them to acknowledge that i owned the $t$ .,14,-1
keyboard,the $t$ is like no other laptop keyboard .,1,0
keyboard,the keyboard is like no other laptop $t$ .,7,0
battery life,-computer crashed frequently and $t$ decreased very quickly .,4,-1
hard drives,-i propose that they can just swap the $t$ .,8,0
driver,every $t$ on the drivers/applications dvd is everything you will need for a reload .,1,1
drivers/applications dvd,every driver on the $t$ is everything you will need for a reload .,4,1
repair depot,i called their $t$ as was told they would send me a new box to return the computer to the repair depot .,3,0
repair depot,i called their repair depot as was told they would send me a new box to return the computer to the $t$ .,21,0
operating system,it ' s also fairly easy to use the $t$ .,9,1
costing,we figure that after everything his pc actually ended up $t$ $350 more than my original mac .,10,-1
ac plug,so having the $t$ go out on me and get lose or i could actually here it inside my computer on two of the three times is not good .,3,-1
peformance,$t$ is good for the price .,0,1
price,peformance is good for the $t$ .,5,1
shipping,the computer is currently in west verginia doe to the method of $t$ choosen by toshiba .,12,-1
bios,summary : hp knew they were shipping out bad $t$ and did nothing proactive to resolve it .,9,-1
ports,i had 3 months when the $t$ started going out .,6,-1
os,"the improvements to the $t$ have been relatively gradual , but substantive .",4,1
use,it is super easy to $t$ .,5,1
hard drives,many of my classmates computers $t$ crashed .,5,-1
use,ease of $t$ is just one of the benefits i love about my mac .,2,1
ms office,"i wouldn ' t play a first-person shooter with this , mind , but if you wanted to run $t$ , email , chat , download a video , listen to music from a certain fruit-named music store , and were looking for a highly portable yet powerful netbook to do that all in , i ' d highly recommend checking this out .",19,0
budget,"the 13 "" macbook pro just fits in my $t$ and with free shipping and no tax to ca this is the best price we can get for a great product .",9,1
shipping,"the 13 "" macbook pro just fits in my budget and with free $t$ and no tax to ca this is the best price we can get for a great product .",13,1
price,"the 13 "" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best $t$ we can get for a great product .",23,1
power,the sheer $t$ and flexibility makes the macbook pro a must have for any techie !,2,1
flexibility,the sheer power and $t$ makes the macbook pro a must have for any techie !,4,1
hdmi port,the notebook is lacking a $t$ and a s-video port that would enable one to hook it to a tv .,5,-1
s-video port,the notebook is lacking a hdmi port and a $t$ that would enable one to hook it to a tv .,9,-1
speakers,the $t$ on it are useless too .,1,-1
battery,$t$ is lasting about 6 hours as i am surfing the web on sundays while checking football scores and watching funny youtube videos .,0,0
surfing the web,battery is lasting about 6 hours as i am $t$ on sundays while checking football scores and watching funny youtube videos .,9,0
iphoto,$t$ is great for adding pictures right to facebook and other social networking sites .,0,1
tech,"in early may i got it back and this time i only had it back for 1 day before it had a new issue so it was sent back in for the 6th time they "" expedited "" the repairs so i was only supposed to have to be without it for 3 days and it was supposed to be fixed , by a "" senior $t$ "" .",66,-1
features,"some $t$ arent friendly ( volume wheel , sound quality , etc .",1,-1
volume wheel,"some features arent friendly ( $t$ , sound quality , etc .",5,-1
sound quality,"some features arent friendly ( volume wheel , $t$ , etc .",8,-1
price,"a cheaper $t$ should not equal a "" cheap "" product .",2,1
manual,"i think the $t$ is somewhere on the hard drive , but i rather have a hard copy .",3,0
hard drive,"i think the manual is somewhere on the $t$ , but i rather have a hard copy .",8,0
software,thank you best buy for putting my computer together and installing my first $t$ - you guys were great too !,13,0
sensitivity,adjust the $t$ since it ' s not that responsive to begin with .,2,-1
battery,"after a couple of years , my battery life began to diminish but was replaced for free due to a company-wide recall of my particular $t$ .",25,-1
system,"the $t$ constantly overheats , the battery life is too short , the case is coming apart , and my core applications that i use every day in my work as a graphic artist run poorly .",1,-1
battery life,"the system constantly overheats , the $t$ is too short , the case is coming apart , and my core applications that i use every day in my work as a graphic artist run poorly .",6,-1
case,"the system constantly overheats , the battery life is too short , the $t$ is coming apart , and my core applications that i use every day in my work as a graphic artist run poorly .",13,-1
core applications,"the system constantly overheats , the battery life is too short , the case is coming apart , and my $t$ that i use every day in my work as a graphic artist run poorly .",20,-1
charge,later it held zero $t$ and its replacement worked for less than three months .,4,-1
cord,the company sent me a whole new $t$ overnight and apologized .,7,1
hook up to other wireless networks,it ' s even easy to $t$ .,6,1
shift key,"also , i have had alot of trouble with the $t$ to go to other lines .",10,-1
rep,"the $t$ did not even answer my question , i had to ask him , if he understood what i ask or if he spoke english because he didn ' t even try to acknowledge my question .",1,-1
power,it gives me the $t$ and speed that i need to run all the programs i use to edit .,4,1
speed,it gives me the power and $t$ that i need to run all the programs i use to edit .,6,1
programs,it gives me the power and speed that i need to run all the $t$ i use to edit .,14,0
ilife,$t$ is easily compatible with microsoft office so you can send and receive files from a pc .,0,1
microsoft office,ilife is easily compatible with $t$ so you can send and receive files from a pc .,5,0
portability,"as a computer science student in college , i find that the $t$ , longevity , and ease of use of this computer make me ( shockingly ) want to do homework more ;",12,1
longevity,"as a computer science student in college , i find that the portability , $t$ , and ease of use of this computer make me ( shockingly ) want to do homework more ;",14,1
use,"as a computer science student in college , i find that the portability , longevity , and ease of $t$ of this computer make me ( shockingly ) want to do homework more ;",19,1
motherboard,again i sent it back and they replaced the $t$ and some fan inside .,9,0
fan,again i sent it back and they replaced the motherboard and some $t$ inside .,12,0
charged,"fully $t$ , the macbook pro can last about five hours unplugged .",1,1
price,"i know there are way better laptops out there for the same $t$ , and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls .",12,0
keys,"for me , $t$ were starting to get stuck and wouldn ' t type very well .",3,-1
