target,text,indices,label
britney spears,watching $t$ : for the record . :-RRB- this is good shit . can watch it over and over .,1,0
john legend,"I mean , $t$ has a nice voice and all , but just ... no . Do n't fuck with Adele .",3,-1
ipad,"$t$ looks awesome and such , held it today in my hand -LRB- had a training at work for it NYAHA -RRB- b that made me realize i don really need it XD",0,1
psp,"oh and greig off flat a got robbed the other day aswell , laptop , phone , wallet and $t$ all gone . he managed to block his new bank card",19,0
madonna,"High Fashion seems to be opting out of Models ... $t$ for Louis Vuitton , Lily Allen for Chanel . Explanation please",10,0
windows 7,$t$ : slightly less crappy than vista,0,-1
britney spears,My cousins ringtone is HIAM and I laughed when it started playing and she was like '' what ? I love $t$ '' -LRB- :,21,1
madonna,Twitches ! Check this out . . went to heaven seeing $t$ and gag together : -RRB-,11,0
lindsay lohan,quote me : $t$ says she 's learning,3,0
madonna,"If you pass San Luis Obispo , you may find the $t$ Inn nicely tasteless , or there 's a Cactus Museum on the edge of Vegas : p",11,-1
justin bieber,Normal teenage girls love $t$ . If you 're one of those girls who do n't like justin bieber there 's something wrong with you !! : O,4,1
jimmy carter,'' finally i wo n't be the worst president in history -- $t$ . '' from the revolution video :,12,0
shakira,Beyonce Ft $t$ : Beautiful Liar - Beyonce ft . shakira - Beautiful Liar - 4435 free files . : Rapidshare Beyonce ... .,2,0
john mayer,Watching $t$ 's '' Storytellers '' . Answering some questions i 've had since I was 16 .,1,-1
britney spears,wow congratulations to $t$ for having her new single debut 1 on billboard !!!!!!,3,1
britney spears,john and edward + $t$ song = cringe . :| olly is the best so far ! and joe : -RRB-,4,0
tiger woods,$t$ whines like a baby if a camera clicks so he can hit a ball sitting on a tee . A-Rod has 70k people screaming and jacks a 2R homer,0,0
khloe kardashian,I really do not think I look like $t$ ... the hair yeah but besides that ...,8,-1
charlie sheen,I liked a YouTube video -- Rebecca Black - Friday -LRB- $t$ OFFICIAL REVIEW REACTION -RRB- .,11,1
britney spears,i like $t$ but 3 is just bad,2,0
bill gates,$t$ is laughing . He might even throw a party if this hits primetime news .,0,0
nicki minaj,$t$ is a freaking monster,0,-1
xbox,"alright , got me sky on my $t$ now . that 'll go nicely in my new ' den '",7,1
britney spears,the x factor twins annoy me even more than simon !! they 're awfuL . tone deaf $t$ song d :,17,0
ipod,just wanted to let you know that i just got home to find my roommate blasting '' home life '' on my $t$ speaker ! love that song !!,22,0
britney spears,Rihanna defends Britney 's vocals : Rihanna has responded to the critics who say $t$ ruined the remix oh ... .,14,-1
katy perry,"Check my bestfriend 's video out , lol -- $t$ 's Firework -LRB- REQUESTED -RRB- by ROCHELLE evangelist . via youtube",9,1
lindsay lohan,"my boyfriend thinks i just married $t$ excellent :--RRB- well , would you ?",6,0
hillary clinton,hahaha Park Ridge is an insanely bourgie upper-middle class suburb of Chicago . Home town of $t$ .,16,0
lindsay lohan,is $t$ the world 's worst jewel thief ?,1,-1
tiger woods,"$t$ leads exult for sport 's inclusion in Games - Golf has a tee time for 2016 , and tiger woods can hardly w ...",0,1
iphone,are at & t users vulnerable to that ssh hack ? i 've never been able to establish an ssh connection with my $t$ over at & t 3g/edge,23,0
madonna,SifyGuy Ritchie calls $t$ `` retarded '' SifyIt seems Guy Ritchie is not too sure about his feelings for ex-wife . .,3,0
iphone,"do n't waste your time ... its still the $t$ for now , , , the only thing that will kill the iphone is the death of jobs ... .",9,-1
britney spears,"you know what i love ? finishing english papers in record time ... with the help of $t$ music , of course . ; -RSB-",17,1
hillary clinton,"Lou Dobbs is funny Choking up on the $t$ interview . Try this on Lou , Obama / Clinton in 2012 ... Clinton / ?? in 2016 . .",8,0
wii,"box games : dj hero for box 360 , ps3 , $t$ and ps2 | game review | gamewitz",11,0
john mccain,"GOP Fair warning -- choose another non-conservative like $t$ , and conservatives will bolt ! Do that again , and we lose .",8,-1
oprah,Watching $t$ & Goldie Hawn ... . please remind me to never get Botox in my lips . Or boobs . Is that an option ?,1,1
xbox,"buy the ps3 version , then you can chat with your $t$ live friends while you play it .",11,0
madonna,Let 's go Sister $t$ ! You have 7 hours ! Last time she did ironman was in 2006 at 16:59 - cheer her on !,4,0
lady gaga,I HATE $t$ no offense lady gaga fans : S,2,-1
justin bieber,I just took '' Your $t$ 's Best friend but you get kidnapped ... What ... '' and got : The Next Morning ... ! Try it : .,5,1
lindsay lohan,mary kate and ashley olsen launch sunglasses range for spring 2010shiny styleafter $t$ ' s tragic fashion . .,12,0
wii,nintendo $t$ package # 199 at dixons : check out this nintendo wii special offer package at dixons : nintendo wii see . .,1,0
google,"My $t$ mobile voice search sucks . I said Sebastian Pinera , and it google '' how to canada '' am like , huh ?",1,-1
selena gomez,"Justin Bieber , thank you for being you . Thank you so much for making $t$ smiles and laughs a lot . WeLoveJelena",15,1
steve jobs,: YouTube ➲ $t$ extraordinary message ; paramount 2 succeeding in life !,3,0
wii,reggie says new super mario brothers . $t$ will outsell modern warfare 2 gaming target,7,0
selena gomez,"$t$ : '' Who said you 're not perfect ? '' Me : '' Miley Cyrus said it yo bitch ! But you a ' miss perfect ' , never done a mistake huh ?! ''",0,-1
britney spears,ha i like it -LRB- : i was listening to $t$ all i wish -LRB- this year -RRB- xd,10,1
wii,guitar hero world tour game only nintendo $t$ complete : us $ 8.99 -LRB- 1 bid -RRB- end date : monday nov-02-2009 11:02:55 . .,7,0
lindsay lohan,$t$ - lohan denies stealing accessories,0,0
obama,"So NOW Ghadaffi can stay , until tomorrow when he must go again . $t$ is nothing but a rank amateur obama",14,-1
charlie sheen,"Looking to join the prestigious ranks of $t$ , Chris Brown and Mel Gibson , Nicolas Cage was arrested for ... .",7,1
xbox,i also need someone in gearbox to play with me in borderlands ... i am an $t$ achievement whore .,16,0
kindle,bloggged the amazon $t$ cover - protect your investment : -,3,0
britney spears,"why , were you listening to $t$ and you are worried you coffee is going to taste like shit ?",6,-1
souljaboy,$t$ do his thing though . . ca n't fake . . I do be on that PBS . . Pretty Boy Swag !,0,1
hillary clinton,$t$ praises Russia over Iran crisis - Telegraph they are all so fake,0,0
xbox,on the $t$ love using twitter,2,0
britney spears,'' $t$ got her 23rd baby right now '' from the movie click ... cant help but laugh ... hahahahhaha,1,-1
hilary swank,hollywood festival to honor $t$,4,1
ashley tisdale,"Actors $t$ reunites Vanessa Hudgens and Zac Efron -- kinda , sorta . ZacEfron",1,0
steve jobs,Disney turns to Apple 's $t$ to spark retail magic : As Disney attempts to get more aggressive in the reta . .,5,0
micheal jackson,damn dats fucked up . . just wan na mess with shit . . do n't know what they gon fuck up next . . $t$ is up on the moon . .,25,-1
lindsay lohan,"i love $t$ . i saw all her movies , just because she was in them",2,1
britney spears,"contrary to what spammers seem to think , i do n't actually want to see naked photos of $t$ . sorry , nude dudes .",18,0
lindsay lohan,onoes lin !! think $t$ should put down her keyboard and slowly back away fromtwitter ? yeah . me too !,4,0
harry potter,"but your such a fake , wish people would stop following a fake $t$ , scar on the back of a Cereal Pckt was it , yeah .",13,-1
britney spears,3 - $t$ i like that song ! -LRB- :,2,1
hillary clinton,$t$ praises the courage of Britain 's troops -LRB- Daily Mirror -RRB-,0,0
jimmy carter,yep i know im in the twilight zone when $t$ speaks ! clairecmc he is a big liberal just like you ? optea p2 tlot liberals tcot,9,0
britney spears,"michael jackson , kate gosselin , sarah palin , bernie madoff , lady gag , & $t$ are the most popular halloween costumes .",16,-1
britney spears,on the bussss . so all i have to do for homework is read ! i 'm so happy ! well listening to 3 by $t$ on my pod : d,25,1
madonna,kj mullins $t$ Wins In Leaked Wedding Picture Case : madonna ' is charity will be getting a large chu . .,2,0
jimmy fallon,"JIMMY 'S TWEETS FROM FRIDAY : -LRB- Sorry for delay , Twitter was overloaded ! -RRB- $t$ Played '' Random Object ... .",16,0
obama,$t$ has brought us into a 3rd war with a Mulem nation ! THAT was a HUGE mistake !,0,-1
harry potter,Oh how i love $t$ .,4,1
kindle,"valdiskrebs only $t$ dx can do pdf natively . trivial to convert for k1 and k2 , though . the b & n nook can do pdf natively .",2,0
lindsay lohan,estrella archs does n't do a bad job designing without $t$,10,0
weird al,At kid 's talent show instead of seeing $t$ talk about his book . Sitting in Satan section though I doubt I will need to shout it .,8,-1
wii,skoool homii are clowz they waz like no school wednesday im playing my $t$ all day,13,1
sarah palin,Thanks for the RT . Texas is important in getting $t$ elected . Have you joined her Facebook page ? Election Headquarters,10,0
arnold schwarzenegger,'' standardnews : I 'll be bike : $t$ praises ' brilliant ' Boris Johnson scheme . '' great French idea ...,8,0
arnold schwarzenegger,Wong Jing 's Jet Li movie -LRB- plus Jackie Chan spoof -RRB- High Risk references Chuck Norris ' Invasion U.S.A. and $t$ 's Raw Deal .,21,-1
nicolas cage,"just watched face off . love john travolta and $t$ in this movie ! john t , you can do more than dance .",9,1
obama,tcot teaparty US reviewing nuclear arsenal with eye to new cuts -LRB- AP -RRB- : AP - The $t$ ... . .,18,0
hillary clinton,$t$ says Iran must start behaving like a '' normal country '' . It 's probably suffered enough without turning into Belgium .,0,0
demi lovato,LOL ! In youtube are so mandy do n't hate $t$ vieos . . i 'm asking me why cause just a few people are hating her like every star : D,10,-1
lakers,"In Vegas for $t$ game :D Thanks justinehallmark for the tickets , and work for the day off . SO excited muchlove Go lakers !!!",3,1
hillary clinton,Laugh Break : SN friend Corey Booker in squabble with Conan O'Brien . Rescued by service supporter superstar $t$,18,0
tiger woods,"Church with the family , Cowboys football , $t$ ... looks like its gon na be a good day !!",8,0
perez hilton,i love how joejonas is always nice to people even though they talk shit about them . like $t$ .,18,-1
justin bieber,sexy !!! jaja I love you with all my heart $t$ ♥ ♥ .,10,1
lindsay lohan,'' my tears are turning into time i 've wasted trying to find a reason for goodbye . '' ~ $t$ . ' over ',20,0
ipod,help me in this $t$ gamemy student id is 601416108 . find me and join my clique :,4,0
sarah palin,i don understand how anybody in their right mind can support $t$ . she is dumb,11,-1
windows 7,"got upgraded to $t$ on my work computer . i have to say ... i really like it . a lot of viewing options , and pretty versatile ... cool .",3,1
lindsay lohan,saw pictures of $t$ damn baby what happened ?,3,0
britney spears,musicmonday and then we kiss - $t$,6,0
shakira,"Must be strange dating someone like $t$ . Does Pique ever stop thinking , ' wow , that 's shakira laying cable in my bathroom ! Cool ' .",6,-1
selena gomez,100factsaboutme 77 . want to meet with $t$ .,7,1
harry potter,"lol y you so excited , you didnt even read the book yet . the twilight & $t$ books owns the movies .",17,0
lindsay lohan,"hahah , because i tweeted $t$ that she 's on crack and apparently liking danny gokey is also a crime . lol ! people need lives !",5,0
britney spears,"itbetheones like $t$ who be spammin my shit ! no , i don wan na watch yo fuck video !! ... block block block",2,-1
britney spears,listeningto 3 - $t$ :-RRB- it 's amazing : dd,3,1
madonna,enemy >> Guy Ritchie breaks silence on $t$ : ' I still love her but she 's retarded ',7,0
sarah palin,It was only a matter of time before that dimwit $t$ attempted to spread her poison to the literary culture . Vomit . Vomit . Vomit .,10,0
britney spears,naetoopretty lol . . they be following too . . talking about '' see $t$ suck a cock '' lmao * lmfaooooo omgg you too much !,14,-1
britney spears,"$t$ , oh how i love you ... concert soon ! who else is excited !?",0,1
iphone,to hell with all that ... i 'm a proud owner of an $t$ . yes we have questionable service but everyone does . get up off my iphone .,13,0
britney,"in other news , $t$ ALBUM TOMORROW britney ALBUM TOMORROW britney ALBUM TOMORROW britney ALBUM TOMORROW britney ALBUM TOMORROW britney",4,0
windows 7,"random apple users complaining about apple 's new itunes sucking ; snow leopard os internet sharing sucking , magic mouse sucking . go $t$",23,-1
ipad,"forex forextrading Apple Boosts $t$ Distribution , Stock Should Sniff $ 370 -- Great ... : Apple ha ... . fx exchangerates",4,1
lakers,kings vs . $t$ ???? is that even fair to the kings ? who the fuck . . the kings ??? bye ! i mos definitely . will b tuned in tonight !,3,0
ipod,i always at least have '' unison '' on my $t$ . : : weeping quietly into my sleeve : :,10,0
iphone,damn it i hate $t$ typing .,4,-1
al gore,"JustSayin , but I 'm pretty sure if $t$ had been voted POTUS a few years back , we would be better off as country right now . IMO .",8,1
harry potter,hahahah yeah and $t$ out this bitch,3,0
xbox,"my $t$ quit reading games , cds , and dvds completely , just fucking great it 's not even a year old yet",1,0
alicia keys,kalo suara aku kayak dulu pasti bisa nyanyi empire state of mind version $t$ : -LRB-,13,-1
stephen colbert,"All of the awesome in the world is eclipsed by The Roots , $t$ and Taylor Hicks performing '' Friday '' . fun",13,1
harry potter,Awaken your inner $t$ . The wizardly wonderful Magic Wand has just arrived at firebox :,3,0
madonna,Nadine Coyle ' Hires $t$ ' is PR ' : To help launch her solo career,4,0
britney spears,* charms a pole to show up * another one my lord : freakshow by $t$ * dances on the pole * let 's give them a ; -RRB- freak show,15,-1
lakers,Damn fucked up ! Let 's go $t$ !,7,1
barack obama,"`` The problem with the $t$ administration is not its policy of containment , its biggest problem i . .",5,0
harry potter,I am proud to say that I do not follow even one Kardashian . But I do follow numerous $t$ RPers . Lol . Obsession ? I think not .,19,0
martha stewart,"'' I dare you to fuck $t$ '' - Courtney Cox to David Arquette on the Howard Stern Show April 14 , 2011",6,-1
google,RT StefanW Scary : '' Amazing List Of Every $t$ Product And How Much We Depend On Them '' simplyzesty .,9,1
xbox,relaxing with homie mo while he play the $t$ about to get like my brother chuckie yeah digg jerk the cell,8,0
britney spears,going to sleep . ergh i 'm so sick . my throat hurts like $t$ ... extremely crazily .,14,0
sarah palin,"you mean LOL . sellingsex This time in 2008 , $t$ was hugging and kissing Levi as the family man welcome into Palin 's White House ...",10,-1
taylor swift,9 -RRB- I love listening to $t$ 's songs when I 'm in love because they are so true,6,1
al gore,"$t$ is worried about global warming , well he should tell Obama to keep his mouth shut then ...",0,0
wii,took them long enough . now i 'm excited i want a $t$ sytem so bad now i can get one .,12,0
lakers,lol sheesh lol RT KiaaMoniquee : i see them laker HATERS are back ! -- > inibbleonclits Fuck the $t$ LOL . . Teamceltics,19,-1
lady gaga,GaGaJess love you so much . . : D $t$,9,1
lindsay lohan,times $t$ slams jewel theft accusationsindian expresstroubled star lindsay lohan has rubbished reply . .,1,0
harry potter,Gmaallovesyou ha thanks omg i cant believe you didnt comment about my $t$ tweets today i was being a tweetin fool ha,12,0
lakers,$t$ Where y' all at ?,0,-1
madonna,"il give it to her like , $t$ does have a decent body !",7,1
britney spears,$t$ and lady gag should go on tour together . i know feeohhnaa would like that very much,0,0
britney spears,now shes singing me hannah montana . and toxic by $t$ . im so serenad . but the best one was jason mraz im yours .,10,0
obama,"Wednesday marks birth of controversial $t$ : As of Wednesday , President obama 's health care overhaul is one ... .",5,-1
miley cyrus,nowplaying $t$ - Bottom Of The Ocean love this song < 3,1,1
wii,"playing $t$ fit and getting dinner later . not in a good mood so no calls , no texts . .",1,0
lindsay lohan,"apparently , $t$ finds acting `` monotonous '' ... i did n't even know the crazy bitch was still acting ...",2,0
nicki minaj,$t$ is my celebrity crush ! wowsh ! Oritse x,0,-1
justin timberlake,Your Best News $t$ and Mila Kunis in Friends With Benefits Star Gossip - >> .,3,1
jimmy carter,"today in 2002 , $t$ won the nobel peace prize for his effort to find peace in international conflicts and to advance human rights",4,0
kindle,clean break - $t$ edition .,3,0
george bush,"it 's official : $t$ was such an ass , you can win the nobel peace prize just by not being him",4,-1
britney spears,so proud of $t$ for her new single '' 3 '' debuting at 1 !!! check out a sneak peek picture from the music video ! : tweetphoto.com/e7aff0,3,1
demi lovato,Check this video out -- $t$ - Do n't Forget . via youtube dianafatalla,5,0
google,"a million examples of -LRB- well ... 119 slides of -RRB- web-based amazingness , from $t$ - . - stunning stuff .",15,0
hilary swank,good grief ! when did $t$ get so old ?,5,-1
charlie sheen,oh fuck you Lucky . Making a $t$ joke . YOU 'RE NOT WINNING AND YOUR BLOOD IS FILLED WITH FAGGOTRY .,7,1
lady gaga,$t$ problems with hair loss .,0,0
steve jobs,"Wonderful quote by $t$ , I really love that speech ! My best Youtube moment ever : - D",3,0
jimmy carter,"american secret agents on american presidents : no surprises , $t$ is worst",10,-1
charlie sheen,"$t$ should market an energy drink called ' Rant Fuel ' . Flavors : Terrestial Warlock , Uh Winning , Tiger Blood .",0,1
madonna,"Saw the edward munch exhibition yesterday in the national gallery , haunting stuff , the $t$ was the highlight",15,0
steve jobs,Per Öhlin citerar $t$ : '' You know a good design when you want to lick it . '' nextevent,3,0
hillary,"Hey Maher , is $t$ an ugly ' twat ' ??",4,-1
kindle,"it 's times like these i wish i had a $t$ or something similar ! i have catching fire in book form , and i want to read it !",10,1
xbox,$t$ live : angielo is currently online . playing gears of war 2 . public execution on jacinto . -LRB- xbox live nation -RRB-,0,0
barack obama,"Last night in a move 2 anger America 's conservatives , President $t$ had better sex than you did tcot",12,0
steve jobs,Just received '' The Presentation secrets of $t$ - How to be insanely great in front of any audience '' by Carmine Gallo,7,-1
katy perry,$t$ on how i met your mother was so good !,0,1
britney spears,"me and my friends just closed out a bar . a karaoke bar , where the last song of the night was toxic by $t$ sung by a big burly man",24,0
sarah palin,bought a book on $t$ . it says how a hockey mum turned the political establishment upside down . God changes things . =-RRB- -RRB-,4,0
khloe kardashian,"Kris Jenner Slams $t$ for Gaining Weight : As Jenner sees it , her daughter 's weight gain makes her a ... .",3,-1
ipad,Steph_Buggera you got an $t$ ? Awesome . are you in heaven ?,4,1
barack obama,' Report : PBS to air reality special featuring President $t$ -LRB- Reality television World -RRB- . .,10,0
barack obama,$t$ praises Senate committee 's endorsement of health care reform - Telegraph.co.uk,0,0
taylor swift,I ca n't believe Miley said '' Curse you $t$ and your bonus track '' on Hannah Montana . That 's just REALLY mean ...,9,-1
madonna,Listening to old $t$ song on the radio ... Lady gag is NO madonna ! madonna was better than lady gag then and she still rules,3,1
britney spears,anyone find it amusing that $t$ ' new single '' 3 '' is 3 minutes and 33 seconds long ?,5,0
britney spears,hey let 's to do new york rock with 3 by $t$ ? go and play all day long britneyspears3,11,0
selena gomez,"I think $t$ is pretty , but I do n't like her . . I think she 's a cutie - justin bieber about selena gomez 22 , 2010",2,-1
wii,"$t$ safer than box 360 in holiday war : is wii has faltered in the first half due to lack of top game titles , ho . .",0,1
taylor swift,Open Question : how old is $t$ right now in this year ? : . Yahoo Answers,6,0
sarah palin,"Entertainment Weekly '' 28 Most Subversive Comedians '' : 27 men , +1 joke entry $t$ :",15,0
snoop dogg,"This Big Time Rush and $t$ song '' Boyfriend '' is a agitating ! Like stfu , we do n't gaf ! Stupid bastards ! No one wants to be with you !",5,-1
mariah carey,At sentosacove . Enjoying the cool breeze at the balcony with sister and listening to $t$ songs . She 's awesome !,15,1
lindsay lohan,watching '' freaky friday '' now makes me so sad for $t$,11,0
ellen degeneres,Justin Timberlake : Friends with Benefits Is a Good Idea ... Until It Is n't : The actor tells $t$ it 's ... .,19,0
lakers,Lol right here RT BigJamaal : $t$ Where y' all at ?,6,-1
hilary swank,"just watched boys do n't cry , starring $t$ and chloe sevingy . such an remarkable film , truly ! ca n't believe how gripped i was !",8,1
google wave,"you got $t$ ? well , well , well",2,0
wii,why is this likkle fool writing me a list of games he wants for his $t$ and psp . . he thinks because im his brother i will fork out over # 200 for him,15,0
britney spears,i really hate $t$ new song .,3,-1
britney spears,i love this song '' one kiss from you '' - $t$ - album : oops i didt it again,11,1
perez hilton,"$t$ - Diva Demands : Britney Spears Edition ! : To be fair , none of these are crazy unreasonable - but sti ... .",0,0
britney spears,har mar superstar - tall boy ; originally written for $t$ . dance pop swiftfm,10,0
charlie sheen,Whats going on with $t$ ?! charlie sheen thinks the deck is stacked against him in his holy war with ... .,4,-1
lady gaga,What Is Your favorite $t$ Live Performance ?,4,1
harry potter,Herbarium sounds like something out of $t$,6,0
britney spears,"bad romance ? idk , its okay , not awesome ! you have 2 listen 2 it least 3 times , so like that you like it . not an instant smask like 3 - $t$ : d",35,0
madonna,its $t$ against the world and only taylor swift can stop her,1,-1
windows 7,shiny new notebook !! i love $t$,6,1
kindle,why only 41 on $t$ bestseller list ? book is perfect to read in nuggets during boring meetings .,4,0
google wave,twitter is pretty useless for seo purposes . it will not create a $t$ unless . .,13,0
ryan seacrest,I fucking hate $t$ . -LRB- I do n't even know if I spelled the bitches name right . -RRB-,3,-1
kindle,love that show jeff you the man !! live your book as well . bought it on $t$ 4 phone and off audible.com . great read . thanks,17,1
britney spears,-- 1 . $t$ - 3 -- 2 . miley cyrus - party in the usa -- 3 . shakira - she wolf -- 4 . beyonce - video phone -- 5 . paramore - ignorance,3,0
britney spears,$t$ and michael bubble make strange bedfellows atop the charts with ... : new york daily news by joe d . .,0,0
katy perry,I ca n't believe how much $t$ is trying to be like Lady gag in her new video beoriginal,6,-1
psp,at ihop with mother and best friend . lol she got mad because i was playing my $t$ .,17,1
britney spears,"the greatest film ever made , the glorious crossroads -LRB- yes , the one with $t$ -RRB- , is on . uhoh , they just started singing",15,0
britney spears,in 2006 she told everyone in d music today $t$ fan club that she had special connections 2 larry rudolph .,9,0
john mayer,A guy thinks that $t$ deserves the womanizer title . Do you think so ? - john mayer - Vultures .,4,-1
wii,off to round table to pick up some pizza !! just got $t$ resort !! i 'm blessed !! thank you god !!,12,1
harry potter,watching some TomFelton and the whole wizard gang in some old school $t$ Sorcerer 's Stone . . I love Ron,12,0
jimmy carter,- open question : who was really more deserving of the nobel peace prize : $t$ or barck obama ? -,15,0
sarah palin,"In order to cure the stupidity that had infected their country after $t$ visited , India needed BillGates ' visit as an antidote .",12,-1
iphone,oh yes and i am loving my updated $t$ ... love,8,1
harry potter,Zakbeganslover on abc family at 11 $t$ is on right now . its the one with robert pattinson in it : -RRB-,6,0
ipod,who knew it could be so frustrating trying to load photos onto an $t$ nano ?!,13,0
mc hammer,Why is this fool walking round here with FREAKING $t$ PANTS ON . HELP ME LORD this style ca n't be coming back ... smh ...,9,-1
harry potter,. . just back from seeing $t$ ! . . was awesome !!! . . :-RRB- need to watch 6 again though . lol . .,6,1
harry potter,I just watch $t$ for the accents suckerforbritishaccents fb,3,0
iphone,okay man thanks for the advice . the $t$ is so expensive do n't you think ?,8,0
hilary swank,"pointless comment , but just want to say that i really ca n't stand $t$ .",14,-1
britney spears,"i love $t$ ' s '' touch of my hand '' ... it 's so beautiful ... it 's about '' self-love '' , & it 's so beautiful and powerful .",2,1
ipod,you and the naps ... by the by i was thinking since you already getting a $t$ the one i might get you should go to me lol,16,0
george bush,obama winning nobel peace prize for not being $t$ ... bwahah ... bakit ganun lahat ng op-ed ... wala man lang nag-congrats ?!,8,0
lady gaga,i temporarily followed $t$ just so i can say '' you suck '',3,-1
lady gaga,I just really got ta point out how beautiful $t$ 's voice is ; when she is + is n't singing . She has the most cutest personality ! love her xx,9,1
britney spears,might do nanowrimo next month -- $t$ : an autobiography,6,0
lindsay lohan,dazzling superstar $t$ gets her picture taken by paparazzi,2,0
justin bieber,~ ~ ~ ~ ~ creeping but it do n't matter because I ai n't $t$ .,15,-1
jimmy fallon,I love $t$ ! Donald Trump : ' I Killed Osama Bin Laden ' - Sneak Peeks - Late Night with jimmy fallon . via AddThis,2,1
ipod,"trampoline time , with my $t$ and ihome . i love listening to music while jumping its fun .",5,0
xbox,right now i 'm playing call of duty 4 : modern warfare on the $t$ 360,14,0
obama,"$t$ `` ineffectual , invisible , the weakest president in history '' . Evil President Limp penis tcot evil teaparty",0,-1
iphone,$t$ - operated car : the spirit of berlin is an iphone - operated dodge minivan . researchers from t . .,0,1
ipad,Via MikeAllen 's morning Playbook : '' Obama says he does not have an $t$ . ' I have an iReggie . ' '' Love it . -LRB- Get it ? LOVE it ? Crack myself up -RRB-,14,0
britney spears,3 - $t$ e two is better than one - boys like girls musicmonday,2,0
micheal jackson,she got that good good she $t$ bad and im attracted to ha with ha attractive ass . ...,6,-1
britney spears,zach & i both love the new $t$ song ... least he 's man enough to admit that !!!,7,1
harry potter,"- i hate it when someone says that they r a $t$ fan & they 've only seen 1 of the movies . like no , you do n't even know what 's going on .",11,0
barack obama,The great $t$ conundrum : And suddenly we come to the crux of the problem : What shall we do about Barack ... .,2,0
jimmy carter,"looking back over the obama nobel peace prize farce , what the hell did comedy $t$ get one for ?",15,-1
sarah palin,"$t$ enjoys considerable support among libertarian Republicans , libertarian independents giving her second look",0,1
katy perry,FACT zaynmalik owns a jumper with $t$ on it : ' -RRB-,6,0
harry potter,The Wizarding World of $t$ in Florida Le premier parc d'attraction au monde dédié a harry potter en Floride,4,0
shakira,Smh On the Eve of a classico im seeing pictures of Pique distracted by $t$ ... wonder why i don fuck with these spanish niggas,14,-1
john legend,"Lauryn Hill , Norah Jones , Adele , $t$ , Chrisette Michele , Michael bubble , Estelle , Sade . Best playlist ever",8,1
lindsay lohan,$t$ to quit acting for fashion : the 23-year-old beauty now wants to move into fashion and is shifting . .,0,0
harry potter,"my msn is vlg.cat hotmail.com connect with me , you like $t$ o crepusculo o another thinks ! =-RRB- XOXO",11,0
charlie sheen,Rebecca Black we do n't hate you because your famous ... your famous because we hate you ~ $t$,18,-1
lindsay lohan,i agree !!! thank $t$ -,4,1
john boehner,"$t$ , Mitch McConnell Mount Assault On Health Care Law : A year after President Oba ... . .",0,0
britney spears,so like im fucking trippin out because i just realized i love $t$ ... lmao damn im woohoo .,12,0
micheal jackson,"Ima $t$ bad . and he attracted to me , with my Attractive ass :-RRB- ...",1,-1
britney spears,rocking ' out to 3 by miss $t$ bay-beeh !!,7,1
lindsay lohan,judge threatens $t$ : lindsay lohan faces jail unless she attends compulsory alcohol rehabilitation see . .,2,0
britney spears,$t$ best mom in showbiz . hey samhilary what the heck is wrong with you people ? do n't you have tmz.com ?,0,0
justin bieber,"No one can help me with finding the video , that $t$ tweeted with a video of a girl who had been bullied ??? Please . . stopbullying .",11,-1
miley cyrus,LinesInspiredMe Do n't listen to all the people who hate - $t$,11,1
nicolas cage,pubtwiz 54 - who is the best known uncle of moviestar $t$ ? first and last name . please answer via deathmatch and qualify 4 our $ 100 final !,11,0
hilary swank,$t$ on the today show . she slurs her s 's . she has a speech impediment . wow,0,0
lakers,here you go . Smh . RT BigJamaal : $t$ Where y' all at ?,9,-1
lady gaga,"Exclusive photo of $t$ as Candy Warhol ! '' Free , I feel free ! '' . RT ! .",3,1
jimmy carter,"the danger of obama 's dithering : his foreign policy brings to mind $t$ , or perhaps ethelred the unready . .",13,0
martha stewart,"Oprah Winfrey , Kate Buck Jr. and $t$ Have More In Common Than Meets The Eye With Kate 's New Prol . . via sfgate",7,0
sarah palin,"Sick of $t$ , Glenn Beck bogus books topping the charts ? Buy Helen Thomas 's new book . .",2,-1
britney spears,$t$ ! i love you,0,1
windows 7,picked up the snow leopard family pack upgrade at lunch . 5 upgrades = $ 50 . $t$ family pack : 3 upgrades = $ 150 . tco on mac : win fb,17,0
tiger woods,$t$ the gold medal winner bit.ly / 2GODMt nice !!!!! but they should bring women 's softball back,0,0
nicki minaj,That new $t$ britney spears and ke $ ha song is kinda ill not gon na lie nohomo though,2,-1
britney spears,"$t$ - 3 , is set to be 1 in america & if so she will be the first artist in 3 years to debut at 1 -LRB- : news i like to hear -LRB- :",0,1
lady gaga,Did $t$ really filmed last night show in milano for the monster 's ball dvd ??? that would be amazing !!!,1,0
harry potter,I 'm feeling a lazy rainy day . Homework and $t$ !,10,0
lakers,I do n't know why i 'm dissing the $t$ tonight but fuck them lol letsgoheats,9,-1
windows 7,yeah i just updated to $t$ on my pc desktop and its pretty cool but i love my mac and i have only had it for two days lol,5,1
lindsay lohan,found4u $t$ ' s lovelorn twitter tantrum : yourtango despite the couple 's complicated his . .,1,0
george bush,imagine the outcry if $t$ won the nobel,4,0
britney spears,i just heard that tomorrow reported that $t$ was found in a new york hotel dead from an apparent overdose ! = 0 -LRB-,7,-1
britney spears,I wonder if kentuckyBADGIRL is related to $t$ ? That 'd be pretty cool . = -RSB-,7,1
micheal jackson,"new videos on profile they are : $t$ , with friends , & latios so funny strong language so beware all you little ...",7,0
