target,text,indices,label,tweetID,type
paxman,"I suppose $t$ bought that suit on his zero hours , minimum wage contract with Sky . Ask a proper question ! # battlefornumber10",2,-1,581207107514429440,ne
@NicolaSturgeon:,". $t$ "" I think nuclear weapons are morally wrong . I don ' t think # Trident has strategic value "". # lsescotland # GE2015",1,1,577430000074371072,ne
@Channel4News:,“ $t$ Did Cameron dodge questions on food banks and zero hours from # Paxman ? @ FactCheck http :// t . co / UQ474uYGrK” # ge2015,1,0,581572442239459328,ne
nhs,From 2003 - 2012 while working in NHS eng had 3 major restructuring of $t$ which cost £100s of millions and is still costing # GE2015 # bbcdp,14,-1,578172044661145601,topic keyword
jim murphy,Andrew Neil tells us if we don ' t like # DRIP # TRIDENT $t$ ' s 50 rats etc then we can vote for ... Who ? # HobsonsChoice # bbctw # bbcdp # CBI,14,-1,573691032367468544,ne
hospitals,"Labour always has to spend after a Tory gov ' t in order to repair schools , $t$ , roads etc left to rot by the Tories # BattleForNumber10",17,0,581217866789294083,topic keyword
nhsscotland,At Ayr Hospital . Great to see # $t$ invest £27 . 5m in new A & E + which Labour would have closed # GE15 # votesnp http :// t . co / oN3Fax6ZuD,8,1,580697021654417408,ne
battlefornumber10,"# $t$ go girl ! They want to sell the nhs ! Make money , once its gome its gome ! They havnt cut it they are SELLING it !",1,0,581209178506694656,ne
tuition fees,""" Conservaties have a record they can defend "". Austerity , inequality , poverty , underemployment , $t$ ...# bbcqt",17,-1,573617537214185472,topic keyword
immigration,Cameron basically allowed an own goal by coming up with a stupid $t$ target as we can ' t control EU migration . # BattleForNumber10,12,-1,581201494873153536,topic keyword
housing,"So long as more voters own than rent , $t$ will never get fixed . No party will preside over fall in house prices - it ' d be suicide .# bbcqt",9,-1,578699714922676225,topic keyword
bbcqt,So we need to tax the rich in rUK cause we are so poor in Scotland ... To allow poor Scots to spend less time in A & E .. Dugdale laughs . # $t$,34,0,573629513566982144,ne
osborne,Coverage and comment on $t$ ’s sixth and final budget statement before the # GE2015 available here : http :// t . co / seX6kXaCEM # Budget2015,4,0,578206847586459648,topic keyword
taxation,# BBCQT Coercive $t$ is theft .,3,-1,566007919054172160,topic keyword
osborne,"$t$ : "" UK has grown seven times faster than France ."" # Budget2015 # GE2015",0,0,578173597488963584,topic keyword
isis,"# bbcqt Are Brits that fight for $t$ any different from Brit army mercenaries in 70 ' s Africa . Zero condemnation for the latter , go figure .",7,0,578705203794288640,ne
europe,# bbcdp # PMQs of course there are more # under25s working here than in the whole of # $t$ . They ' ve all come here to work as # Eurozone dying !,19,-1,573097276903718912,ne
nhs,Let ' s not forget that # Cameron is destroying the # $t$ by slashing away at adult social care . # BattleForNumber10,12,1,581203808442834944,topic keyword
austerity,"When the election is over , $t$ steps up a gear or two . Maybe more than that . Corrupt cops will provoke resistance . Then what ? # GE15",6,-1,577626228972240896,topic keyword
marxism,Teacher training colleges ARE hot beds of $t$ . # marrshow Each one should be closed .,7,-1,564356567207018496,add
miliband,$t$ : We need controls on immigration ( Knows we can ' t inside the EU ) # BattleForNumber10,0,0,581216913889579008,ne
first time buyers,Help To Buy ISA = more money chasing same no . of properties = rising house prices = bad news for $t$ # GE2015 # Budget2015,21,-1,578498685753012224,topic keyword
vat,# bbcdp So if the Tories win the election ( aargh !) & they feel the NEED to raise $t$ ( £7b income tax reduction ?) they will .,19,-1,580695001329483776,topic keyword
gdp,"We have over £7 trillion worth of assets , who cares that the debt is £1 . 4 trillion , Japan is 200% of their $t$ # LongTermEconomicPlan # GE2015",25,0,571348557405544448,topic keyword
economic,"I really think Shirley Williams is right on this . The $t$ recession was terrible , and we are only really recovering now . # bbcqt",11,1,578691506724298752,topic keyword
economic plans,.@ NickyMorgan01 doesn ' t fact we ' re heading towards deflation show @ Conservatives $t$ have failed over past 5 years ? # bbcqt,15,-1,581230810071744512,add
nhs,"$t$ and Social Care , might be slightly more than drugs for a specific set of conditions . Next . # bbcqt",0,-1,578693464449277952,topic keyword
scotland party leaders debate,"# GE15 Be in audience for $t$ . You could ask Qs on # fracking , # airpollution , # renewables ... http :// t . co / mf9mYrHw9I",6,0,581191401653739520,ne
@Ed_Miliband,". $t$ on energy bills : "" you can ' t use climate change as an excuse for ripping off the public "" Hmmm # BattleForNumber10",1,0,581218699652272128,ne
public services,The TaxPayers alliance are funded by wealthy interests to convince us we don ' t want $t$ so they can pay less tax . Scum . # bbcqt,16,1,578675032559353856,add
mps,"Min wage up by 3% - Sajid Javid . 20p per hour ! If that ' s so good , it should be the $t$ ' pay rise . # bbcqt",24,-1,578693622775848960,ne
fat cat bankers,"Are energy bills at the top of your voting priorities ? Or do we care more about tax evasion , $t$ and social mobility ? # marrshow",20,-1,574515318103633921,add
united kingdom,The # UKIP is the party that should win the next # generalelection to protect the independence of the $t$ against the # EU !!,19,1,580627562105290752,ne
tosh,if the EU gives us greater defence & security why are we spending billions renewing Trident programme ? What a lot of $t$ # bbcqt,22,0,566012012464205824,ne
dc,# BattleForNumber10 What would a chief constable know about the police as opposed to $t$ ?,14,0,581207518023671808,ne
george osborne,"As a confirmed Tory , Jeremy Paxman will probably work out a plan of action with David Cameron , $t$ and Lynton Crosby . # pmqs # GE15",19,0,580946024270860288,ne
patients,# bbcqt Where I live the problem with the ambulance service is that they ' re all stacked outside A & E waiting to dispatch $t$ .,25,0,566019764938883072,topic keyword
zero,$t$ hour contracts are better than unemployment . Labour prefers those people to be unemployed . # BBCQT,0,1,578690067348238336,ne
nhs,$t$ A & E waiting times http :// t . co / x0qf8vqaYv # bbcqt http :// t . co / NJDrcH8Y4g,0,0,573629340317007872,topic keyword
university,For once I ' m cheering on Paxman - if only it was a $t$ Challenge style quiz between a Tory and Labour cabinets # BattleForNumber10,14,0,581202455943385090,topic keyword
austerity,# GE2015 the only choices we have are harder and deeper cuts or an end to # $t$ # Tories have not outlined their cuts can ' t be trusted .,17,-1,582469586097950720,topic keyword
germany,"# bbcsp Why does UK need to be involved in Syria , Iraq - Britain ' s fallen from 5th largest economy in world yet Japan & $t$ still 3 & 4th",27,0,564384314050494464,ne
osborne,$t$ has claimed more recoveries in the past five years than the RAC . # CameronMustGo # Budget2015 # generalelection,0,-1,578325010932215808,topic keyword
uk,@ pmbbiggsy @ grantshapps @ SkyNews What do you think David Cameron has been doing in EU ? He ' s trying to get them to agree $t$ issues # bbcsp,27,1,572005116062113792,ne
secretary of state,Apparently the $t$ for Education lets her 7yr old son watch Top Gear . Presumably not on a school night though # BBCQT,2,-1,581239694375170048,ne
hmrc,"basically a majority of us are PAYE , we pay whether we like it or not , the avoiders must be pursued rigorously by a well staffed $t$ # bbcqt",27,1,566006158948061184,topic keyword
ukip,"Disappointed with $t$ ' s response here on Russia . Look love , your leader knows what ' s going on , listen up - it ' s EU , UK / US to blame # bbcqt",2,0,566011891617923072,party keyword
dome,"ED : We got it wrong on the Banks ; oh yes , immigration too ; err , true we didn ' t close the inequality gap ; the $t$ was a mistake ! # voteSNP # GE15",29,-1,581231469735092224,ne
ruth,$t$ won ' t attack SNP for their performance on waiting times ... she recognises that an end to SNP surge isn ' t good for UK Tory party # bbcqt,0,-1,573627986542465024,ne
terrorist,# BattleForNumber10 foreign policy - Libia was a huge mistake - that country now have $t$ increasing in number .,15,-1,581204046511534080,topic keyword
cheeriocameron,He cares for pensioners ? Pension poverty hasn ' t gone down like he & Osborne says ! # $t$ # BattleForNumber10 http :// t . co / Qu5amcWfpB,19,-1,581206746267533314,ne
unemployment,Zero hour contracts are better than $t$ . Labour prefers those people to be unemployed . # BBCQT,6,-1,578690067348238336,topic keyword
nhs,And again @ kdugdalemsp has a go at @ theSNP about $t$ gets booed Brings up mansion tax to pay for it gets Booed Again LAB fail # bbcqt,11,0,573628507659583488,topic keyword
shirley williams,"# bbcqt Finally , some sense on QT . $t$ ' comments on being honest about taxation and the consequences of honesty said it all .",9,1,578702814127472640,ne
eu,# BattleForNumber10 they just criticised # Miliband for the most honest and direct response on the $t$ he didnt have to Yes / No he set criteria,16,0,581213111253901313,topic keyword
budget2015,# $t$ # bbcqt How did you draw up a budget without mentioning the # NHS ? Osborne you genius !,1,-1,578705512818204672,topic keyword
top gear,Apparently the Secretary of State for Education lets her 7yr old son watch $t$ . Presumably not on a school night though # BBCQT,13,-1,581239694375170048,ne
taxes,Ed spent a year complaining about the cost of living and now wants to put up $t$ . He doesn ' t see the link between them . # BattleForNumber10,16,-1,581202596507082752,topic keyword
housing associations,# bbcqt stop right to buy and allow councils / $t$ to build more social housing . Don ' t expect private developers to do it,10,1,578699500845424640,topic keyword
bedroom tax,Total bias in The Sun with a front page on a proposed 1p cut on beer tax ... no mention of the untold misery caused by the $t$ # GE2015,27,-1,572915416533741568,topic keyword
rented housing,Whose side is the govt on ? They ' ve just decided to make it harder for councils to regulate private $t$ . # bbcqt,21,-1,578700578500513792,topic keyword
@bbcquestiontime,Think it ' s funny when people say ' fair share of tax '. The base rate of 33% income tax + NI is far too high ! $t$ # bbcqt,28,0,566007977975750656,ne
british army,1 / 50 adult Scots has joined SNP since referendum . Party has more members than $t$ has soldiers . @ alexmassie in @ spectator # GE2015,16,0,570660471038201856,ne
nhs,# bbcdp # EdBalls # $t$ pledges like FiveYorkshiremenSketch wont raise VAT but not ruled out stealth VAT on food with fat or sugar now tax free,5,0,580339987390005248,topic keyword
zero hours,Food banks then $t$ contracts . Got to love Paxman # BattleForNumber10,3,-1,581200009275838465,topic keyword
retirement,"# bbcdp # pmqs Eds 1st question and its on # onetermdaves $t$ plans , straight answers to straight questions , and a question on VAT rise",12,0,580702274718060544,topic keyword
borders,"proof here that UKIP policy is basically BNP closing of the $t$ , only letting a few super rich wankers in over 5 years # bbcdp",11,-1,570921465723428864,topic keyword
scottish nhs,I don ' t have a £2mil mansion but I ' d HAPPILY pay more tax if it was ringfenced into the $t$ . Not Trident . We have CHOICES # bbcqt,22,1,573629547356229634,ne
housing,Stop expecting private landlords to provide social $t$ . And make holiday homes pay treble Council Tax . # bbcqt,7,-1,578700801889198080,topic keyword
@LeanneWood,"Don ' t demonise migrant workers , they pay their way , improve Trade Union Rights , & a Living Wage . I agree with $t$ on that . # bbcqt",25,1,581236439238774784,ne
dodgydav,"Theres nothing the west can do to stop putin , # obama is weak just like # $t$ e the double standards by the west is shocking # iraq # bbcdp",17,-1,570198165623865344,add
housingcrisis,"Esther Mcvey , Margaret Greenwood and Perer Reisdorf confirmed attendance ! # GE2015 # Wirral # $t$ # housing http :// t . co / D1vjAlgf8a",16,1,579954539274596352,topic keyword
public services,We don ' t need tax cuts that will further undermine vital $t$ . We need a more equal society to create a stronger economy . # bbcqt,12,-1,578692634207739904,add
uk,I ' m very glad we have immigrants to the $t$ . We have an ageing population and without immigration the dependency ratios are horrific # bbcqt,10,1,581238812099129345,ne
cameron and miliband,"All 3 of the women party leaders will present an alternative to bankrupt pro - war , # MI5 , Tory austerity agenda of $t$ . # GE15",24,-1,582429791367794688,ne
unemployed,$t$ people are all considered benefit cheats ... especially by Tories . With the # HSBCLeaks we now know the real scroungers # bbcdp,0,0,565492590007832576,topic keyword
renewables,Scotland on course to meet 50% target on # $t$ a year ahead of schedule . # voteSNP # GE15 http :// t . co / 3jrkZAukNh http :// t . co / YstivrnBze,9,1,581499489590099968,topic keyword
tax avoidance,We may not be having to ask this stupid fucking question if we didn ' t have $t$ by industries we ' ve already bailed out . # nhs # bbcqt,17,-1,566019307587792896,topic keyword
david coburn,$t$ knows the rats he is appealing to are too stupid for dog whistles . They need rat whistles . This will lead to violence . # GE15,0,-1,577404643711590400,ne
nhs,@ jackiedun $t$ is so ' special ' to Cameron .. Oh that ' s why he trying to flog it off !! # CameronMustGo # BattleForNumber10 # SaveOurNHS,2,1,581207087851667456,topic keyword
@bbcdp,For pity ' s sake $t$ - This man ' s an utter fraud - end - to - end . Don ' t waste our time with such sordid duplicity . Send him packing . # bbcdp,5,0,575625990166167552,ne
tax credits,"# BattleForNumber10 Dave will cut $t$ , Housing benefit , VAT , Unemployment Benefit and anything that sounds like it might help people .",5,1,581207093149065216,add
austerity,"Osborne , two months before # GE2015 , commits to a rise in public spending in 2019 ! Only four years until $t$ is over ! # Budget2015",22,-1,578177765859549185,topic keyword
cost of living,"New jobs created are low hours / pay , underemployment is at a record high , $t$ has risen - people aren ' t feeling recovery . # bbcqt",16,-1,568542947127517184,topic keyword
ukip,"If people want a referendum on the EU , then only by voting # conservatives on May 7th will it happen . Lab / Lib Dems won ' t . $t$ can ' t . # bbcqt",30,-1,568542860011814912,party keyword
landlords,I agree with Chuka Ummuna ' s suggestion that 3 yr rental agreements be introduced . For good tenants & $t$ its a win win # bbcqt,20,1,578701542301278208,topic keyword
tories,"Labour , Lib Dems , $t$ , I don ' t trust any of them to deal with tax avoidance or evasion or anything to be honest # bbcqt all talk no action",5,-1,568545184130187265,party keyword
miley cyrus,"When labor get in 😢 and inevitably screw the economy up ( again ), at least Ed will have a theme song thanks to $t$ ! # GE15",24,0,578537760996388864,add
public services,Everyone knows we can either raise taxes & spread the tax burden or further undermine / lose the $t$ our taxes are spent on # bbcdp,18,-1,581071004597895168,ne
cancer care,As the # BattleForNumber10 rages on candidates must be reminded that $t$ and treatment needs to be a priority during # GE2015,11,0,581422169474916352,add
surgery,"# BattleForNumber10 All this NHS stuff . You used to have everything for free - $t$ visits , medicines etc .. Is this not still the case ?",15,0,581210559040921600,topic keyword
ed vaizey,"In terms of foreign policy Cameron is an irrelevance , sending him to see Putin would be a bit like putting $t$ on Question Time # bbcqt",21,-1,566011847359619072,ne
help to buy,$t$ ISA = more money chasing same no . of properties = rising house prices = bad news for first time buyers # GE2015 # Budget2015,0,-1,578498685753012224,topic keyword
a level,David Cameron not happy at the prospect of $t$ playing field in the debates . Fits with what we know of the Tories . # GE2015 # TVDebates,8,0,573258422596050944,topic keyword
david willets,It ' s easy enough for $t$ to say that student debt is no big deal . He wouldn ' t have had any when he left uni .. # bbcdp,6,-1,571298345743982592,ne
france,"Osborne : "" UK has grown seven times faster than $t$ ."" # Budget2015 # GE2015",10,0,578173597488963584,ne
taxes,"Little understood fact : raising $t$ is also a form of austerity . Austerity is debt reduction , not meanness . # bbcqt",5,-1,573620194817482752,topic keyword
will,$t$ says its a frothy coffee recovery . We are in dire straights . I say Let ' s vote for mochachino . Not austerity / fat bankers . # bbcqt # GE15,0,0,578694502568820736,ne
living wage,"Equal ? $t$ is £16 , 328 yet benefits up to £26K . There ' s an inequality we need to tackle # BattleForNumber10",2,-1,581213583025049600,topic keyword
@TonyDDyer,"$t$ # hospital problems as bus services about to be stopped , cancer problems in South Bristol # GE2015",0,0,578285336536748032,ne
brian may,"# bbcdp . Dr . $t$ is a very decent person , who does a huge amount for animals and the environment , inter alia .",5,1,580347010336833536,ne
tax man,Aggressive tax avoidance ? you like answering the door to the $t$ with a knife ? # bbcqt,11,-1,566006768963452928,topic keyword
austerity,# GE2015 - we know the ConDems & UKIP would be a disaster for workers but please don ' t be fooled by # Labour . They offer similar $t$ .,29,-1,577802153986756610,topic keyword
tory,"A # $t$ win in 2015 would mean the chaos of an EU referendum , followed by the chaos of a leadership battle within the government . # GE2015",2,-1,580293744131510272,party keyword
cameron,$t$ looks into if intelligence services can be included in NATO 2% defence spending # ge2015 # tomorrowspaperstoday http :// t . co / xZEuJ4pDnK,0,0,575411062167748608,ne
@bbcquestiontime,"$t$ 25% income tax . 20% VAT , Tax on Petrol , etc etc and this is taxed money you are paying Vat / Taxes on # BBCQT # UKIP",0,0,578691200984694784,ne
a&e,Moron on # bbcqt believes $t$ is swamped with pretend patients .,5,-1,566018527539494913,topic keyword
generalelection,# VEDay70 is a 3 day May jolly just before the # $t$ - boon for a # Conservative government promising an # EU referendum on victory,12,0,576941456352550912,add
taxes,@ SkyNews why is guy walking to work - no buses ! # Cameron cuts air $t$ for rich while slashing bus subsidies ! # BattleForNumber10 # ge2015,16,-1,581200446204878848,topic keyword
austerity,If I stay up for # bbcqt tonight it ' ll be to hear what Leanne Wood ' s got to say . One of the clearest anti - $t$ voices in UK politics,29,-1,581172723193421826,topic keyword
ced,"UNIVERSITY ( 3 / 5 ): Only SOE , $t$ , and COS have surpassed the 50% voter mark as of 6 pm today , March 23 . # GE2015 | via @ dlsucomelec",9,0,580006879604011008,ne
budget2015,Can ' t help but think this is a # Tory giveaway # $t$ before they take it all back and more if they win # GE2015 with a # vat hike to 25%,13,-1,578496383453396992,topic keyword
eu,Cameron admits immigration target has not been met . Welfare changes to be brought in to reduce immigration from $t$ # BattleForNumber10,19,-1,581202145338327041,topic keyword
kelvin mackenzie,"$t$ , YOU pay for the immigrants , housing , NHS etc YOU want to let in under Open Borders . We already had shortages b4 OB .# bbcdp",0,-1,581077415801294848,ne
west,"the $t$ sees Putin as a bully but i ' m sure Putin sees NATO as a bully , just talk to each other and stick to promises # bbcqt",1,-1,566013595583266818,ne
taxes,"If you didn ' t pay your $t$ sir you ' d have to spend your money on everything you currently take for granted ... Health , bins , police # bbcqt",7,-1,578693511089913856,topic keyword
scotland,"At last , a health - related question on A & E waiting times in $t$ . Mirroring England , more people visiting A & E than ever . # bbcqt",15,0,573627533343748096,ne
scotland,"$t$ missing a & e targets but not near as bad as rest of UK , especially in Wales . Room for improvement . Problem is GP appointments # bbcqt",0,-1,573627696154083329,ne
nhs,# BattleForNumber10 wrong picture of how ' well ' $t$ is going !!! No pay rises for 3 years for staff & increase monies less than inflation !,9,-1,581209768687194112,topic keyword
bbc scotland & stv,$t$ shut me out of debates during Euro elections 2014 & I won - Now they are doing the same for # GE2015,0,-1,576035197126361088,ne
tories,"@ bbcquestiontime Labour tells us that unless we vote for them , we get $t$ , and then we get them following Tory austerity policies . # bbcqt",14,-1,573618313856745473,party keyword
defence,"@ stevenricketts Also , we need our $t$ budget ring fenced before any other department and at least if not more than 2% of GDP # GE2015",7,1,580490324000247811,topic keyword
education,If Cameron cared about young people moving onto higher $t$ so much he wouldnt have allowed tuition fees to double . # BattleForNumber10,9,-1,581203481891061762,topic keyword
nhs,"Where are these 7 , 000 nurses the conservatives have paid for by removing bureaucrats from the $t$ ? # BattleForNumber10",17,-1,581209489614999553,topic keyword
labour,It is a sad reflection upon the Conservative Party that $t$ are still able to play ' the NHS is only safe with us ' card in 2015 . # GE2015,10,-1,581476633892265984,party keyword
scotland,What the survey in last tweet shows is that # LabourLies - I like what they SAY but hate what they ' ve DONE to Education in $t$ . # GE15,27,0,578912995528560640,ne
ppl,@ mattforde So much at stake in May . $t$ who haven ' t got personal wealth have much to lose from 5 more Tory yrs - not least # NHS # bbcdp,9,0,572747999190917121,ne
osborne,"$t$ ' s chum didn ' t do so badly out of Royal Mail either , having promised2hang on2premium golden shares sold4 profit within days # bbcdp",0,-1,564387248150675456,topic keyword
free healthcare & education,"I have an elderly mother and a young child I ' ll # VoteSNP to protect their futures , $t$ a win / win # SNPwinners # GE15",19,1,582232090089033732,ne
raf,"# bbcsp the same Angus Robertson who panders to rich farmers up north and whinges about RAF cuts when he doesn ' t believe in the $t$ , idiot .",26,0,582134422327173121,topic keyword
@kdugdalemsp,"has $t$ just announced a u - turn on Labour NHS policy on # bbcqt no longer 1 , 000 more nurses than SNP http :// t . co / dlprt0nJ87",1,-1,573629312399708160,ne
@Conservatives,"200 , 000 new homes for first time buyers in England if $t$ win # GE2015 , says David Cameron http :// t . co / FPyqpvQ5pE",12,1,572277098401959937,ne
tax avoidance,@ bbcquestiontime # bbcqt $t$ is LEGAL . Accountants do it for a job . Tax EVASION illegal . Which one are we talking about ?,4,1,566006511399612416,topic keyword
bedroom tax,"Got my first # GE2015 leaflet today , from UKIP . Against the $t$ , in favour of the NHS , in favour of immigration .... Ex para too .",13,-1,567812123968163840,topic keyword
ed balls,""" Osborne cuts ' extreme and risky ', says $t$ "".. the UK is really sliding fast now ; plunging .# bbcdp http :// t . co / uqJDsCNXr3 via @ MailOnline",9,0,574895677639114753,ne
uk,Stoking the $t$ housing market without building a HUGE NUMBER of new homes is INSANE . Osborne is desperate # GE2015 @ BBCNews @ ITVNews @ SkyNews,2,0,578265913042071553,ne
scotland,George Osborne has cheek to say $t$ needs debt ridden UK to afford tax cuts that Tories & Red Tories imposed in the first place # ge2015,6,0,578184446924484608,ne
violence,$t$ against children around the world is like a hidden epidemic . Michael Sheen talking well abt SDGs on # marrshow Nice work @ UNICEF _ uk !,0,-1,574503387699539968,topic keyword
immigration,$t$ has increased because you ' re not allowed to decrease it under EU rules # BattleForNumber10,0,-1,581201735705821184,topic keyword
minimum wage,"I suppose Paxman bought that suit on his zero hours , $t$ contract with Sky . Ask a proper question ! # battlefornumber10",11,-1,581207107514429440,topic keyword
nhs,"But we pay for the $t$ via tax , so why should we pay for "" trivial "" injuries at A & E ? # bbcqt",5,0,566017594260750336,topic keyword
nhs,"With even a Tory talking about 13 , 000 more $t$ patients immigration wasn ' t brought up . That ' s because immigration is non - issue here . # bbcqt",10,0,573635690174480384,topic keyword
eu,Cameron wants to change benefits for migrants .. That is against $t$ law .. But he wants to stay in Europe !! # Contradiction # BattleForNumber10,11,1,581211795513315328,topic keyword
chancellor,"Having turned on # bbcqt out of curiosity of how Danny A was actually doing ( given he ' s our Shadow $t$ now ), time to turn it off .",22,-1,573624815715774465,topic keyword
troops,Britain sending 75 $t$ to Ukraine . That ' ll put the fear of God into the Russians . Or not . NATO tokenism ? Or cheap # GE2015 Tory PR ?,3,0,570722924228968448,topic keyword
economy,# marrshow Gideon ties NHS to Strong Economy again ! Don ' t think it was that strong when it was set up and our $t$ is in turmoil now,25,-1,564361736107880450,topic keyword
food banks,Not sure Cameron expected to be hit with questions on $t$ / Zero Hours from the off !! # BattleForNumber10,10,-1,581200480434577408,topic keyword
people,"Regardless , $t$ pay their taxes so ergo entitled to free NHS treatment .. That man asking the question is an idiot # bbcqt",2,1,566019219238969344,ne
nhs,5% cap on $t$ contract isnt a cap it ' s a target that can go up & down depending on http :// t . co / jMJY7JQKDJ might have something to say # GE2015,3,0,581864014105432064,topic keyword
west midlands hospitals,"# bbcqt The issue in the NHS Scotland , is sheer numbers . You see so many people in the $t$ . More £ being spent on it",20,-1,573627594677035008,ne
tax evasion,Will politicians please stop conflating tax avoidance ( legal ) with $t$ ( illegal ) # bbcqt,11,-1,566005766533165056,topic keyword
waiting times,Why no question in debate to Cameron about debit in NHS budget and longer $t$ in A & E # BattleForNumber10,14,-1,581231992177561600,topic keyword
@UKIP,An article from $t$ will appear on our website shortly outlining @ Nigel _ Farage ' s vision for the countryside http :// t . co / PtF0BCztnc # GE2015,3,1,577816516588150784,ne
tax evasion,"Good lord , $t$ , tax dodging , and the legal tax ( I ' ve a great accountant and I ' m rich ) hiding - no difference # bbcqt",3,-1,568544737084493824,topic keyword
snp,The No vote saved Scotland . But the $t$ could still impose austerity max by the back door . Full Fiscal Autonomy . Vote wisely in May . # GE15,8,-1,578529187146911744,party keyword
cameroun,"$t$ gives foreign states . 7% of our GDP to arm themselves against us , and cuts from 2% what we pay to defend ourselves . # bbcsp",0,-1,574542883392520192,ne
economy,# BattleForNumber10 instead of austerity during a recession the govt should spend more not less to take up slack and keep $t$ stable !,21,-1,581200639239180289,topic keyword
military,# bbcsp we have no ability to put a $t$ presence of a game changing volume into the Middle East . The Tories have seen to that . # betrayal,9,-1,574534790701060098,topic keyword
nhs,Private health providers don ' t have to answer foi requests even to MPs that ' s how transparent these Tories are with public money # $t$ # GE15,26,-1,581747205750521856,topic keyword
labour,# Budget2015 was successful because they let you keep more of your own money something # $t$ will not let you do # bbcnews # bbcdp # Newsnight,16,-1,578544087894216704,party keyword
defence,If parliamentary candidate knocks on door - ask them why we have # $t$ funding crisis yet £100bn for a luxury high speed train ? # GE2015,13,-1,580117449342877696,topic keyword
social care,.@ RuthDavidsonMSP we have to look at how we integrate $t$ and medical care . # bbcqt,10,0,573627493502042112,topic keyword
education system,# bbcdp You would have an excellent $t$ if all schools were the same . No Grammar no public .,7,1,575272253115535360,add
switch,Dave says we didn ' t know finances so had 2 ⬆️ vat . THEN WHY REMOVE £150k tax bracket Dave ! $t$ burden 2 poor # generalelection # LibDem,22,-1,581217499175383041,ne
nhs,Problem with $t$ is that there lies damn lies and statistics . More consultants doctors nurses but is it better ? # BattleForNumber10,2,-1,581209719836143616,topic keyword
osborne,a paper round is now classed as a full time job under the # tories # BattleforNumberTen # $t$ # DWP # GE2015 # UKJP # PCS * satire * irony ?,18,-1,582518307737235458,topic keyword
ifs,$t$ have proven what we all thought the Tories are indeed robbing from the poor to feed tax cuts for the wealthy # bbcdp,0,-1,578894694266060800,add
ukip,"Yep . Well done $t$ . The EU is just like Putin . We don ' t like something , we send in the tanks to expand . Class act . * slow clap * # bbcqt",4,1,566011934567591936,party keyword
real_ian_brown no,@ $t$ 1975 vote on Treaty of Rome incl ever closer union . When was vote on # WTO # NATO # UN ? Nobody offering # TTIP vote # bbcdp,1,-1,582508759722889216,ne
vat,# bbcdp Pity Miss Coburn you did not ask Mr Leslie about his appearance # dispatches & Labour have raised $t$ in the past .. he lies & LIES,20,-1,580364436487176192,topic keyword
@NicolaSturgeon,Daily Record : Nicola did not admit misleading Scotland over oil prices . She said EVERYONE got them wrong !! $t$ # ge2015,20,-1,578834276164231168,ne
police,# BattleForNumber10 What would a chief constable know about the $t$ as opposed to DC ?,10,0,581207518023671808,topic keyword
trident,' Leading ' Labour politician on # bbcqt cites Ukraine rennunciation of nuclear weapons as reason for keeping $t$ ! Could not make it up !,18,-1,566016912006864896,topic keyword
eu,# BattleforNumber10 - Kara asks how the PM will convince the public to stay in the $t$ : He says we ' re at our best trading round the world,16,0,581208172087631872,topic keyword
nuclear,The two guys acting like schoolchildren at # PMQs could have control of $t$ weapons . It ' d be like giving a gun to a five - year - old # GE2015,13,-1,575657837415768065,topic keyword
nuclear,"Will say it again . GERMANY has 1 of the strongest economies & no $t$ weapons ! Good schools , Good Hospitals etc I know what I want # bbcqt",14,-1,573623620276191233,topic keyword
nuffield health service,# NHS .... the $t$ .... Only a matter of time :) # GE2015,4,-1,579235967640428544,ne
treatment,An interesting Q raised on @ bbcquestiontime tonight on the # NHS and the cost of $t$ # bbcqt http :// t . co / O24lQt35nm,16,0,566024418049392641,topic keyword
pension,@ bbcquestiontime # bbcqt I was made redundant by NHS - 2013 - now forced to work part - time on 1 / 3 of salary ! and need to work longer 4 $t$,33,-1,568544764636897280,topic keyword
budget2015,join in Glasgow Central # GE15 : canvas / leaflet Sun 22 March @ 1 . 30pm @ Kelvin SNP rooms 68 St Vincent Ter G3 8XD # voteSNP # $t$ Scotland,30,0,578314768114675712,topic keyword
ukip,# bbcsp - the elephant in the room being ignored - 10 billion a yr to a politicised EU club . The figures don ' t stack up . $t$ will stop it .,29,1,564386191517446144,party keyword
eu,Integrity of # DavidCameron being challenged in # BattleForNumber10 - PM responds with new rules to limit # $t$ migration . Are they lawful ?,18,0,581202421118054400,topic keyword
eu,"Yes , Ed , but WHY isn ' t Britain working for the people ? Could it be the $t$ that you won ' t let us decide if we want ? # BattleForNumber10",19,-1,581213836373553152,topic keyword
tory,"As a confirmed $t$ , Jeremy Paxman will probably work out a plan of action with David Cameron , George Osborne and Lynton Crosby . # pmqs # GE15",3,0,580946024270860288,party keyword
flak,Middle income earners don ' t earn £150K pa . Most people don ' t qualify pension tax relief . $t$ designed 2 make u hate Uni fee policy # bbcsp,20,-1,571992299330277376,ne
nhs,Oh there we have it ... Talk about anything but the # $t$ and 1000 more nurses # bbcqt,12,0,573628293301272577,topic keyword
labour,"# BattleForNumber10 DEFINITELY not $t$ : more EU , More immigration ; more political correctness ; more extremism ; more nanny state",4,-1,581160210707955714,party keyword
teacher,is education more expensive now because $t$ ' s needs are greater ? [ a home each ] Or because # profit is taken aswell ? # bbcdp,6,0,571284212931792896,topic keyword
